CustomerID,last_purchase,n_orders,M,R,repeat,log_qty_sum,F_star,r_score,f_score,m_score,hard_cluster
12408,2011-11-07 12:27:00,8,4340.7699999999995,32,1,396.90727867797585,60.73609180169637,5,5,5,R5
12409,2011-09-22 10:38:00,7,23419.29,78,1,960.5064254498561,145.22596381747843,5,5,5,F5
12410,2011-02-04 10:39:00,3,1013.71,308,1,81.02296285187836,13.103444427781755,3,3,3,M3
12411,2010-10-26 09:25:00,1,346.9,409,0,41.56314076128963,6.284471114193444,3,2,2,R3
12412,2011-09-26 10:16:00,6,2596.93,74,1,326.5726963803488,50.085904457052315,5,4,4,M4
12413,2011-10-04 09:00:00,4,999.45,66,1,91.0801302918034,14.66201954377051,5,3,3,M3
12414,2011-05-06 14:51:00,6,952.41,216,1,69.71367323533453,11.55705098530018,4,2,3,M3
12415,2011-11-15 14:22:00,28,144458.37,23,1,3695.1676584918114,556.4751487737716,5,5,5,R5
12416,2010-02-21 10:19:00,1,202.56,656,0,28.214442932076903,4.282166439811535,1,1,1,M1
12417,2011-12-06 14:52:00,20,6816.91,2,1,690.0804777490139,105.31207166235208,5,5,5,R5
12418,2011-08-19 11:08:00,4,2021.2,112,1,227.1252670605255,35.06879005907882,5,4,4,F4
12419,2010-11-19 10:04:00,2,503.01,385,1,54.34425622007546,9.051638433011318,3,2,2,R3
12420,2011-10-07 08:55:00,1,600.39,63,0,59.72058235410278,9.008087353115418,5,2,2,F2
12421,2011-11-24 09:07:00,6,1098.6,15,1,140.87018367137446,22.23052755070617,5,3,3,R5
12422,2011-09-05 09:48:00,17,5231.8,95,1,393.3356782086969,60.65035173130453,5,5,5,M5
12423,2011-12-09 10:10:00,10,2622.39,0,1,378.2750567443678,58.041258511655165,5,5,4,R5
12424,2011-06-30 12:06:00,4,3340.03,162,1,259.99663515894684,39.99949527384202,4,4,5,F4
12425,2011-09-22 17:31:00,2,1741.41,77,1,216.75838273896883,33.41375741084532,5,4,4,F4
12426,2011-05-29 12:26:00,2,1345.21,194,1,154.60987967454415,24.091481951181624,4,4,4,R4
12427,2011-11-18 08:56:00,3,1129.3,21,1,89.46568006386059,14.36985200957909,5,3,3,R5
12428,2011-11-14 08:22:00,9,7956.46,25,1,694.4494451117413,105.41741676676119,5,5,5,R5
12429,2011-11-30 17:22:00,8,7485.91,8,1,474.1994244682105,72.32991367023158,5,5,5,R5
12430,2011-10-27 15:09:00,1,256.4,42,0,25.305606217303907,3.8458409325955856,5,1,1,R5
12431,2011-11-04 11:55:00,27,10857.97,35,1,862.9733974411374,131.59600961617062,5,5,5,F5
12432,2011-10-28 11:43:00,5,5059.32,42,1,275.96694081608604,42.4450411224129,5,4,5,R5
12433,2011-12-09 10:02:00,10,20581.26,0,1,2043.7732643257082,307.8659896488562,5,5,5,R5
12434,2011-09-16 12:38:00,3,1103.43,84,1,137.99649482324094,21.649474223486138,5,3,3,M3
12435,2011-09-21 09:06:00,6,13925.93,79,1,385.8417162953134,58.976257444297005,5,5,5,M5
12436,2011-09-01 12:09:00,1,509.01,99,0,39.91481013249576,6.037221519874364,5,2,2,M2
12437,2011-12-08 11:35:00,39,12683.4,1,1,1380.5984501890111,209.83976752835167,5,5,5,R5
12438,2011-11-25 13:28:00,2,2906.85,13,1,231.2218165217799,35.583272478266984,5,4,4,R5
12439,2010-01-26 12:11:00,2,1158.18,682,1,135.2013818584654,21.18020727876981,1,3,3,F3
12440,2010-09-03 13:11:00,2,859.2,461,1,72.42363603917563,11.763545405876345,2,2,3,M3
12441,2010-12-08 10:45:00,1,347.1,366,0,48.43444825993867,7.3151672389908,3,2,2,R3
12442,2011-12-06 14:22:00,1,172.06,2,0,30.978364746011003,4.69675471190165,5,1,1,R5
12443,2009-12-07 15:42:00,1,485.31,731,0,42.56764947108347,6.4351474206625205,1,2,2,M2
12444,2011-11-18 13:23:00,5,5005.46,20,1,328.9616004318438,50.39424006477657,5,4,5,R5
12445,2011-11-17 18:43:00,2,434.98,21,1,50.46840423579354,8.470260635369032,5,2,2,R5
12446,2011-10-13 12:50:00,1,1002.3100000000001,57,0,105.66331503346879,15.899497255020318,5,3,3,M3
12447,2011-04-10 13:25:00,1,476.49,242,0,52.470844121112464,7.920626618166869,4,2,2,M2
12448,2011-10-26 13:46:00,1,449.45,43,0,50.19695952199742,7.579543928299612,5,2,2,M2
12449,2011-11-17 13:46:00,6,4835.89,21,1,437.84490600523566,66.77673590078534,5,5,5,R5
12450,2011-07-06 14:41:00,5,688.2,155,1,89.09759869638313,14.41463980445747,4,3,3,R4
12451,2011-11-29 08:40:00,8,12669.88,10,1,1383.61553106204,208.742329659306,5,5,5,R5
12452,2011-11-23 10:28:00,2,430.57,16,1,45.30448883005014,7.695673324507521,5,2,2,R5
12453,2011-07-28 14:08:00,1,707.09,133,0,99.24228847764078,14.936343271646118,5,3,3,F3
12454,2011-10-14 17:13:00,5,16679.78,55,1,186.69343715330155,29.054015572995233,5,4,5,M5
12455,2011-09-27 15:31:00,10,5879.95,72,1,515.7204985752978,78.65807478629466,5,5,5,M5
12456,2011-10-26 14:41:00,3,3181.04,43,1,300.21583679039367,45.982375518559046,5,4,5,R5
12457,2011-10-04 13:13:00,8,2995.91,65,1,190.44566879494545,29.766850319241815,5,4,4,R5
12458,2011-09-29 15:25:00,4,1777.49,70,1,195.50706627585177,30.326059941377764,5,4,4,M4
12459,2010-04-13 14:53:00,1,454.36,604,0,50.83531749791599,7.675297624687397,1,2,2,M2
12460,2010-09-09 13:51:00,1,326.65,455,0,37.09991395257739,5.614987092886608,2,1,2,R2
12461,2011-09-06 16:57:00,2,826.88,93,1,73.78551068759225,11.967826603138837,5,2,3,M3
12462,2011-11-21 09:11:00,2,1189.59,18,1,123.30398872012664,19.395598308018997,5,3,3,R5
12463,2011-10-17 13:44:00,4,1344.78,52,1,183.85719058121083,28.578578587181624,5,4,4,R5
12464,2011-11-29 13:33:00,8,1212.05,9,1,43.3546608797405,7.703199131961075,5,2,3,R5
12465,2011-11-22 16:34:00,2,742.1899999999999,16,1,104.95806646143684,16.643709969215525,5,3,3,R5
12466,2010-01-26 16:26:00,1,56.73,681,0,0.6931471805599453,0.1539720770839918,1,1,1,F1
12467,2010-10-12 15:41:00,1,132.8,422,0,23.255326936073676,3.5382990404110513,3,1,1,M1
12468,2011-06-05 11:36:00,5,3670.74,187,1,374.2858386626918,57.192875799403765,4,5,5,R4
12469,2010-07-05 12:40:00,2,3070.54,522,1,187.43687478060826,29.01553121709124,2,4,5,R2
12470,2010-01-19 11:01:00,1,211.95,689,0,33.136384183071115,5.020457627460667,1,1,1,M1
12471,2011-12-07 15:43:00,79,39963.79,1,1,2858.24865446434,433.48729816965096,5,5,5,R5
12472,2011-11-07 14:01:00,19,17880.59,31,1,2234.0613694457784,336.85920541686676,5,5,5,F5
12473,2011-11-10 13:46:00,5,3938.5499999999997,28,1,422.09420552598857,64.36413082889828,5,5,5,R5
12474,2011-11-22 14:39:00,31,12424.45,16,1,1647.9966720699927,249.5495008104989,5,5,5,R5
12475,2011-10-17 10:10:00,2,1149.64,53,1,140.18175099443897,21.927262649165847,5,3,3,R5
12476,2011-11-24 12:40:00,23,14115.41,15,1,1136.6749596564819,172.4512439484723,5,5,5,R5
12477,2011-11-17 09:51:00,9,20276.37,22,1,1257.8425233606606,189.9263785040991,5,5,5,R5
12478,2011-12-06 09:56:00,1,680.99,3,0,68.66794042909787,10.350191064364681,5,2,3,R5
12479,2011-11-28 13:26:00,1,527.2,10,0,75.57955185707999,11.386932778561999,5,2,2,R5
12480,2011-11-11 14:52:00,7,5464.85,27,1,547.1357303801864,83.22035955702795,5,5,5,R5
12481,2011-11-17 08:29:00,15,12361.39,22,1,1040.0326532454296,157.55489798681444,5,5,5,R5
12482,2010-05-12 16:51:00,29,23691.4,575,1,909.0908759615851,138.61363139423776,1,5,5,F5
12483,2011-11-22 17:02:00,19,5120.58,16,1,352.8876334867747,54.6831450230162,5,5,5,R5
12484,2011-11-07 11:37:00,12,6370.15,32,1,835.1020989631215,126.66531484446821,5,5,5,F5
12485,2010-06-28 15:22:00,1,708.1,528,0,83.96169117632904,12.644253676449356,2,3,3,R2
12486,2010-10-04 12:14:00,1,1037.28,431,0,104.74790813141632,15.762186219712449,2,3,3,M3
12487,2009-12-09 11:36:00,1,285.29999999999995,730,0,8.41072094690572,1.3116081420358578,1,1,1,F1
12488,2011-11-30 08:50:00,3,1298.66,9,1,119.60420382273524,18.890630573410284,5,3,4,R5
12489,2011-01-07 13:13:00,1,334.93,335,0,28.09799459189338,4.2646991887840064,3,1,2,F1
12490,2011-12-04 16:07:00,21,9823.64,4,1,1111.870689953357,168.63060349300358,5,5,5,R5
12491,2011-11-01 12:18:00,1,460.40000000000003,38,0,54.73749989395422,8.260624984093134,5,2,2,F2
12492,2011-10-07 15:15:00,3,715.21,62,1,95.52267745624063,15.278401618436096,5,3,3,R5
12493,2011-06-27 10:17:00,2,433.74,165,1,47.2346437306856,7.985196559602839,4,2,2,M2
12494,2011-11-24 09:34:00,9,1872.8700000000001,15,1,230.80638750268199,35.870958125402296,5,4,4,R5
12495,2010-03-09 10:53:00,1,357.4,640,0,33.296104531789474,5.044415679768421,1,1,2,M2
12496,2010-03-29 14:06:00,2,54.09,619,1,13.8139092765973,2.9720863914895954,1,1,1,F1
12497,2011-09-19 12:29:00,3,6248.5,81,1,244.56407152264762,37.634610728397135,5,4,5,M5
12498,2011-11-18 12:53:00,3,403.70000000000005,20,1,44.51049945055941,7.626574917583911,5,2,2,R5
12499,2010-05-28 15:12:00,1,393.72,559,0,62.40969315173794,9.411453972760691,2,2,2,F2
12500,2011-11-16 16:20:00,19,5955.21,22,1,304.0578127987892,47.35867191981838,5,4,5,R5
12501,2011-01-07 12:28:00,1,2169.39,336,0,348.13035635182706,52.269553452774055,3,4,4,M4
12502,2011-09-05 11:52:00,5,3723.87,95,1,248.5469141974271,38.33203712961406,5,4,5,F4
12503,2010-05-04 13:59:00,1,1126.0,583,0,7.022868086082641,1.1034302129123963,1,1,3,F1
12504,2011-11-21 16:02:00,4,779.05,17,1,50.06616151455434,8.50992422718315,5,2,3,R5
12505,2010-10-27 09:18:00,1,955.2,408,0,85.3947458326999,12.859211874904984,3,3,3,M3
12506,2011-04-21 08:54:00,1,73.5,232,0,15.942385152878742,2.441357772931811,4,1,1,F1
12507,2011-07-28 17:09:00,4,1844.06,133,1,131.8828013014725,20.782420195220876,5,3,4,M4
12508,2011-11-13 15:37:00,2,398.27,25,1,102.73992931693049,16.310989397539572,5,3,2,R5
12509,2011-02-28 14:45:00,1,176.5,283,0,14.292061456985898,2.1938092185478846,3,1,1,F1
12510,2011-07-20 10:15:00,9,5178.02,142,1,341.20738828856025,52.43110824328404,4,4,5,M5
12511,2010-10-07 10:39:00,1,3084.02,428,0,394.1399276412748,59.17098914619122,3,5,5,M4
12512,2011-10-04 14:55:00,2,138.03,65,1,34.63773178510061,6.095659767765091,5,2,1,M1
12513,2011-08-19 10:51:00,1,612.29,112,0,88.9291175123985,13.389367626859777,5,3,2,M2
12514,2011-03-17 16:38:00,2,1597.76,266,1,193.265090288062,29.889763543209302,4,4,4,F4
12515,2010-12-21 15:43:00,1,383.7,352,0,30.88567092078391,4.682850638117586,3,1,2,R3
12516,2011-09-23 09:13:00,4,2648.62,77,1,229.2039223102444,35.380588346536655,5,4,4,F4
12517,2011-11-11 14:04:00,5,2502.84,27,1,453.3428205569409,69.05142308354114,5,5,4,R5
12518,2011-12-09 10:13:00,5,2056.89,0,1,282.097347247223,43.36460208708345,5,4,4,R5
12519,2011-10-07 09:26:00,2,726.54,63,1,89.15715845536985,14.273573768305479,5,3,3,R5
12520,2011-09-21 15:23:00,5,2634.26,78,1,332.13560266140183,50.87034039921027,5,4,4,M4
12521,2011-07-20 10:51:00,1,599.68,142,0,79.714292918584,12.0071439377876,4,2,2,R4
12522,2011-10-31 15:30:00,2,192.72,38,1,25.83673931629805,4.775510897444708,5,1,1,R5
12523,2011-11-20 12:55:00,23,4372.15,18,1,502.24674974040244,77.28701246106037,5,5,5,R5
12524,2011-11-30 15:31:00,17,11126.11,8,1,702.8784005810074,107.08176008715111,5,5,5,R5
12525,2010-07-29 16:08:00,3,973.73,497,1,126.40725456492719,19.911088184739075,2,3,3,M3
12526,2011-12-09 12:09:00,3,1316.66,0,1,154.094707283442,24.0642060925163,5,4,4,R5
12527,2011-09-19 11:55:00,5,735.51,81,1,84.02888271253674,13.654332406880512,5,3,3,R5
12528,2011-11-30 14:40:00,6,1933.48,8,1,179.50339226855405,28.02550884028311,5,4,4,R5
12529,2010-06-29 13:10:00,1,316.48,527,0,43.97634426625311,6.646451639937966,2,2,2,R2
12530,2011-10-11 12:34:00,9,3759.26,59,1,394.29273197378006,60.39390979606701,5,5,5,R5
12531,2011-11-25 11:12:00,2,1933.2,14,1,270.0382319793094,41.405734796896404,5,4,4,R5
12532,2011-11-09 13:47:00,1,349.83000000000004,29,0,35.51109532734602,5.376664299101902,5,1,2,R5
12533,2010-03-22 10:56:00,2,1367.89,627,1,156.8139085646778,24.42208628470167,1,4,4,F3
12534,2011-08-01 10:26:00,1,1089.18,130,0,142.19484333582056,21.379226500373086,5,3,3,M3
12535,2011-09-09 08:48:00,2,716.35,91,1,63.34357690210083,10.401536535315124,5,2,3,F2
12536,2011-10-27 14:20:00,3,12601.830000000002,42,1,583.5154677974889,88.47732016962334,5,5,5,M5
12537,2010-10-27 08:36:00,1,732.94,408,0,99.67519669018036,15.001279503527053,3,3,3,F3
12538,2011-11-10 17:16:00,2,640.45,28,1,71.72653388424763,11.658980082637145,5,2,3,R5
12539,2011-11-17 13:30:00,7,11214.75,21,1,1076.8835063260572,162.68252594890856,5,5,5,R5
12540,2011-11-20 11:31:00,33,22254.49,19,1,1934.4110989481987,292.6116648422298,5,5,5,R5
12541,2011-11-10 10:40:00,3,981.18,29,1,126.19890557068848,19.87983583560327,5,3,3,R5
12542,2010-08-12 19:12:00,2,481.88,483,1,88.84005272743346,14.226007909115019,2,3,2,R2
12543,2010-09-17 15:51:00,1,980.25,447,0,109.94135522432569,16.541203283648855,2,3,3,F3
12544,2011-11-03 16:15:00,1,372.7,35,0,38.462088732112136,5.81931330981682,5,2,2,R5
12545,2011-09-25 13:39:00,2,1000.39,74,1,110.03448828310405,17.405173242465608,5,3,3,F3
12546,2011-10-24 12:09:00,2,1161.5,46,1,146.95883437562404,22.943825156343607,5,3,3,R5
12547,2011-05-26 12:38:00,3,383.58,197,1,52.860902506834584,8.879135376025188,4,2,2,R4
12548,2011-06-26 15:35:00,1,95.19999999999999,165,0,10.952944610406092,1.692941691560914,4,1,1,F1
12549,2010-05-13 12:05:00,6,1575.68,575,1,143.6230717039731,22.643460755595964,1,3,4,M4
12550,2011-09-21 14:35:00,1,964.83,78,0,126.1687687409886,18.97531531114829,5,3,3,M3
12551,2010-12-17 11:23:00,1,168.0,357,0,23.978952727983707,3.646842909197556,3,1,1,M1
12552,2011-11-01 10:02:00,2,437.82,38,1,28.14043344065778,5.121065016098666,5,1,2,M2
12553,2011-12-01 16:38:00,12,4608.75,7,1,520.9965108934917,79.54947663402375,5,5,5,R5
12554,2010-09-17 12:29:00,1,468.5,448,0,54.54488054418479,8.231732081627719,2,2,2,F2
12555,2010-01-26 16:26:00,1,129.23,681,0,0.6931471805599453,0.1539720770839918,1,1,1,F1
12556,2011-10-20 13:06:00,2,603.71,49,1,142.00860888702525,22.20129133305379,5,3,2,R5
12557,2011-11-23 16:59:00,8,18716.14,15,1,257.93105278323776,39.88965791748566,5,4,5,R5
12558,2011-12-02 10:41:00,1,269.96,7,0,31.367655800415136,4.75514837006227,5,1,1,R5
12559,2011-02-02 09:49:00,2,561.71,310,1,50.73452544153206,8.510178816229809,3,2,2,F2
12560,2011-12-04 13:54:00,3,2134.01,4,1,241.1947225231727,37.129208378475894,5,4,4,R5
12561,2011-02-10 11:39:00,1,238.85,302,0,35.39023062515223,5.358534593772834,3,1,1,M1
12562,2011-12-01 17:20:00,9,4966.92,7,1,478.046963950666,72.9570445925999,5,5,5,R5
12563,2010-10-27 09:52:00,1,249.24,408,0,28.480097496277093,4.322014624441564,3,1,1,F1
12564,2011-03-23 14:55:00,1,456.9,260,0,38.77785573481091,5.866678360221637,4,2,2,M2
12565,2011-02-24 10:34:00,1,145.92,288,0,19.761089523141735,3.0141634284712597,3,1,1,F1
12566,2011-09-14 14:30:00,1,351.65,85,0,44.312220057509066,6.69683300862636,5,2,2,M2
12567,2011-11-17 11:02:00,15,13709.86,22,1,1393.1702876569298,210.52554314853947,5,5,5,R5
12568,2010-03-05 09:15:00,1,70.0,644,0,9.812029942047294,1.521804491307094,1,1,1,F1
12569,2011-12-07 16:24:00,32,4124.69,1,1,388.63659141363587,60.695488712045375,5,5,5,R5
12570,2010-01-26 17:28:00,1,77.52,681,0,0.6931471805599453,0.1539720770839918,1,1,1,F1
12571,2011-10-31 10:19:00,2,519.61,39,1,90.90981682524938,14.536472523787406,5,3,2,R5
12572,2011-12-01 09:20:00,2,1020.42,8,1,116.22077473687408,18.333116210531113,5,3,3,R5
12573,2011-04-26 15:52:00,5,717.41,226,1,144.25184471200916,22.687776706801372,4,3,3,R4
12574,2011-01-28 09:20:00,1,218.45,315,0,19.599523722624227,2.989928558393634,3,1,1,F1
12575,2010-09-08 13:09:00,2,622.8199999999999,456,1,78.1062967415552,12.61594451123328,2,3,2,R2
12576,2011-11-04 10:11:00,8,2142.72,35,1,327.4740390539098,50.32110585808646,5,4,4,R5
12577,2011-11-04 13:24:00,8,1653.75,34,1,397.09439395869134,60.76415909380369,5,5,4,R5
12578,2011-11-18 13:30:00,4,4642.45,20,1,418.67734969193714,63.801602453790565,5,5,5,R5
12579,2011-09-22 17:15:00,1,440.42,77,0,62.8963899740277,9.484458496104155,5,2,2,M2
12580,2011-04-07 10:24:00,2,1052.9,246,1,133.2660036357409,20.889900545361137,4,3,3,M3
12581,2011-10-31 08:56:00,1,197.71,39,0,34.47063581094726,5.220595371642088,5,1,1,R5
12582,2011-04-15 08:45:00,4,1980.4,238,1,218.278774714551,33.741816207182644,4,4,4,M4
12583,2011-12-07 08:07:00,27,14447.44,2,1,1263.2344523884747,191.6351678582712,5,5,5,R5
12584,2011-12-06 09:35:00,9,2338.15,3,1,145.2861475472118,23.04292213208177,5,3,4,R5
12585,2011-04-19 13:39:00,2,2040.1,233,1,210.53779836904715,32.48066975535707,4,4,4,M4
12586,2011-11-22 16:24:00,4,2062.67,16,1,176.05942497806967,27.40891374671045,5,4,4,R5
12587,2011-12-02 12:47:00,1,144.0,7,0,9.180087328805161,1.4270130993207741,5,1,1,R5
12588,2011-10-31 15:01:00,4,958.78,38,1,93.46580184308023,15.019870276462035,5,3,3,M3
12589,2011-11-11 10:19:00,8,4695.66,28,1,392.68265822956084,60.10239873443412,5,5,5,R5
12590,2011-05-12 14:52:00,2,9864.26,210,1,264.5551375151543,40.58327062727314,4,4,5,M5
12591,2011-01-26 14:35:00,3,1352.15,316,1,147.74773604844262,23.11216040726639,3,3,4,F3
12592,2011-09-08 15:04:00,5,2582.66,91,1,238.3345780307057,36.80018670460585,5,4,4,F4
12593,2011-08-23 12:43:00,3,418.09999999999997,108,1,49.01362473013705,8.302043709520559,5,2,2,M2
12594,2011-11-02 12:20:00,15,5090.110000000001,37,1,489.05038855493115,74.90755828323967,5,5,5,R5
12595,2010-07-23 09:10:00,1,299.02,504,0,43.99544443762653,6.64931666564398,2,2,1,R2
12596,2011-10-19 13:02:00,2,618.27,50,1,66.29436314255275,10.844154471382913,5,2,2,R5
12597,2011-11-20 13:33:00,4,3811.22,18,1,442.01925101479236,67.30288765221886,5,5,5,R5
12598,2011-11-30 12:18:00,11,4534.09,9,1,513.2011297700947,78.33016946551419,5,5,5,R5
12599,2011-11-10 13:34:00,13,2296.72,28,1,350.025310992691,53.95379664890365,5,5,4,R5
12600,2011-11-11 10:29:00,21,5043.92,28,1,291.04369805979843,45.50655470896976,5,4,5,R5
12601,2011-06-03 10:17:00,6,681.26,189,1,65.03251904612621,10.854877856918932,4,2,3,R4
12602,2011-10-12 11:22:00,1,153.12,58,0,30.52979709816947,4.6294695647254205,5,1,1,M1
12603,2011-11-18 10:42:00,1,739.1999999999999,21,0,6.122492809514386,0.9683739214271578,5,1,3,R5
12604,2011-09-21 14:08:00,2,254.18,78,1,38.62486800182665,6.693730200273997,5,2,1,R5
12605,2010-11-28 14:18:00,4,1232.95,375,1,186.25895456664495,28.938843184996742,3,4,3,R3
12606,2010-01-26 16:23:00,1,21.0,681,0,0.6931471805599453,0.1539720770839918,1,1,1,F1
12607,2011-10-10 16:06:00,1,1579.51,59,0,242.37944553068587,36.40691682960288,5,4,4,F4
12608,2010-10-31 10:49:00,1,415.79,404,0,37.18159074260989,5.627238611391483,3,1,2,M2
12609,2011-09-22 16:34:00,9,3435.86,77,1,366.81220317358384,56.27183047603757,5,5,5,R5
12610,2011-11-17 09:34:00,5,2099.54,22,1,223.55611818390705,34.58341772758605,5,4,4,R5
12611,2011-10-18 13:12:00,1,1193.32,51,0,148.55440187437503,22.333160281156253,5,3,3,R5
12612,2011-09-26 15:35:00,1,704.0400000000001,73,0,47.25024643975632,7.137536965963447,5,2,3,F2
12613,2011-10-13 14:59:00,10,6835.07,56,1,751.2772001289165,113.99158001933748,5,5,5,F5
